n,d_i,p_i,g_h,l_h
0,-91.6155354739936,-25.14237896572126,-19.651963738075192,-37.97035626019739
1,-61.11951028258574,-4.078186038423468,-181.74658144350406,-113.23167179814091
2,-2.524978550702325,13.30790860495525,10.297746270746586,-11.047776971023909
3,20.328607039230842,209.45382479967896,-17.6824755782772,-28.57444165946157
4,2.622386522494015,-3.3648166138113096,-5.938115574020582,8.806864646274459
5,-0.24290568497721796,0.37563884774843853,0.7103634993456028,-0.01002519195554433
6,-914.990755553069,1076.203289954574,-433.45602374147484,-847.7913774250172
7,-42.637749113859954,77.75879048665365,4.006382892749928,-57.13827371102792
8,-5.258215878804525,-5.9839279810587565,-0.3487654689506248,1.9365763353418421
9,295.70853495562517,-498.4319859031395,101.03723966527868,531.9795577889902
10,-8.505522587034438,3.9120172482949718,-5.410869755215115,-17.67134137754087
11,-169.4764986843533,64.39920733133953,55.15905114986278,-329.9660506410952
12,193.56161944294124,536.633746739685,-282.4432193826456,164.40844973378486
13,-3.1556390032996595,6.589497806193108,3.2987783649315654,0.6466481244983151
14,414.8120309335214,788.4226883104112,-547.4969031609429,-35.34506007839132
15,82.85725273678071,48.28145798277205,-154.13906683601655,51.004905934728534
16,-146.15011193875912,-94.60516725610803,-217.04452969807167,-234.37081957976022
17,134.69545888264975,-110.6732495908384,275.9378709129051,-104.61551365605106
18,-77.30311094787274,9.332721113029402,33.86920374730464,40.52948483537158
19,-75.11147597272087,-42.51054070700305,43.222670855673236,-96.13850738446814
20,9.077267442350104,112.90016201555245,316.4610464589818,-337.6637386763237
21,-0.7512547439612725,0.5127811459203561,-0.2772184262121165,0.6106445141109051
22,356.14091892101146,-171.91392412232028,-261.91092552679555,-228.9782257938385
23,-195.72455764770507,-501.69103139241537,-394.8964544564706,-460.0614581072772
24,276.83696096914787,274.8198679832176,-165.92826013635707,-119.81783348366066
25,-356.50125769155994,-463.68926362779405,-189.02002152478252,121.57692218780518
26,-0.03916364908218384,0.2663235664367676,-0.3101354241371155,0.19642198085784912
27,-173.58270054393896,93.71394291581483,-81.6980567701204,-77.27175773615086
28,0.6088815676724469,-1.5629397300437644,6.73521949838709,-6.36150733170686
29,-50.03077953762478,23.957455175894278,8.209837457868788,-3.7684382707101327
30,5.4860748614205255,4.7016429669768725,-8.610987414960508,-2.8035063323268186
31,0.07333682766115224,0.06664590695389995,0.32857932995866845,-0.46453306703655806
32,130.366153338397,163.25832413108262,45.2545191250907,163.26778883192273
33,482.2925467236837,56.63149219159727,32.61232627692046,479.0987744177712
34,-7.908794893688626,10.556609800126818,-6.275515806056835,-7.046175903744167
35,0.004201089215903603,0.0029221780733388624,0.002161944824777122,0.003071593105817522
36,-268.8109746057016,164.2734787723753,88.73293138186136,-495.37286795156973
37,1.1851914211555763,2.921651930279202,-1.0994605703707094,1.3846840030175669
38,-57.1509590099476,15.50121803636904,-4.094513473687349,90.14655851646705
39,4.7803782660872844,-5.8586605947989,-5.2276508293328465,-2.748262439303928
40,-325.1438613072148,-75.2167914673072,184.5879051293267,-38.66218924063223
41,-10.27175509011304,50.77937455115495,2.6846884779383737,-7.960278712268229
42,0.04485927474447871,-0.025728652957369817,-0.019215956473705807,-0.027594493299558827
43,7.793714229855104,13.433134847469628,42.292451323132134,-37.38559591061212
44,-37.38623650647148,-38.70559478564947,54.491177893634195,-41.7519850667704
45,-5.135048455838804,-3.1689081651027555,0.4674860420933476,-9.79170128663381
46,-0.2327179888004644,-0.20915741530557475,-2.792573818909349,-1.1683642383578612
47,20.500198367083513,-150.29331984343352,-233.36963907877603,148.932398650293
48,155.60625434416312,-40.51460974490201,-74.74716796265709,-37.36748097973841
49,-200.57986954865632,-1542.6984736237703,791.9049850124783,44.47923226250543
50,-6.665776701757202,37.394381640029,-50.40120945208602,117.6487049432085
51,3.074679222813359,-4.283709909651015,-3.4675259077990495,-4.992977824034514
52,-1065.3027205403646,-1051.1729243751809,-634.3186499927662,404.6465530734592
53,-0.002186784977912558,-0.004145673960943155,0.004737966516404413,-0.014546294866250482
54,61.66746879224424,-101.62581087854173,59.558637804720135,-132.88364238527086
55,20.20574861879702,13.32050390738028,-16.355589856748228,8.675792095043041
56,21.593239952117884,27.220521680372553,26.486389403098023,-23.097636076996082
57,1.5943273212291575,-0.1384800253532551,2.258248799112108,4.677728301154243
58,7.534075548610633,-2.7065308543442557,9.608000376487444,-12.61974466720001
59,0.008350597070197249,0.03420297722283134,-0.019913412116649043,0.012354890895636614
60,1.0067543283914009,-0.6734980217877914,-0.5596386667186851,0.025825933038075972
61,14.71167787969869,-9.537474390061458,-0.20091270977458744,-18.926016931056232
62,-66.75636189769816,-81.83016961391326,-210.9983039836751,83.668976741102
63,0.20258748544342847,0.1371411672317407,-0.35260299165905357,0.2948422717555298
64,-7.088296989158348,-8.33224049815425,-8.287715004461782,3.031149924596151
65,-0.007814371958374977,0.011971994303166866,0.0006576521554961801,0.0449107401072979
66,-236.46677099157262,-647.6950915979456,-273.12822257077255,222.08408918027524
67,0.06227258599052827,0.44468558077872905,0.6743761635516529,-0.341743329150723
68,90.01870064531764,22.863651520080037,-17.567448556445264,117.72630166342965
69,-95.58557779947917,-30.990067407113536,-266.9349927690294,-449.41681803385416
70,14.866188441735726,533.0880228565358,-209.96111391632644,-324.37067862051504
71,13.51115021333793,-548.6819582541659,71.5493031064414,151.42480920338795
72,-516.047274955467,-714.3086921183268,427.73267573038737,-62.83394628736708
73,67.9452108889156,139.35769572531183,122.095607693681,71.505754533388
74,-8.98944120089213,2.9407149568752007,2.9137151104432566,-8.35227530722265
75,27.726171338116682,-0.059049515061908295,-27.348667271931966,-14.34078638906832
76,-59.18449353083968,159.299983143525,108.21675321861204,-200.06568528631772
77,176.16423161259405,191.01436023853444,130.17384740193685,-241.22307757342304
78,280.9728647880201,-253.2617534100568,-229.98796020022144,44.11717990248292
79,2.6975188857693975,19.98577496311317,-17.388898749403932,11.18486462774514
80,1.44416861710725,-1.074914216818633,-0.9808935123019749,0.4163531511359745
81,4.095046871674281,-0.22385130860118402,1.212244158665891,-1.9199595907440892
82,145.62418409775805,-24.616662906431074,67.67660860942746,87.26837446573155
83,5.621760356175558,17.117987156305116,8.361110582838043,-5.847780133031688
84,-0.008204200227055985,-0.015625937605116092,-0.01938170122032278,-0.0005115223094157449
85,99.9625114427231,52.44954202414111,93.50907466552876,-94.52297761144462
86,-111.85686387563607,-86.80749009942161,133.95062660158302,127.37658416674162
87,-1.0691122623974156,-10.020555686530217,-17.718659931975736,-11.750903020985463
88,-227.44160430908204,-324.716309588397,126.20456262094004,65.83745110123246
89,14.83852538007277,165.4640890653045,53.97428372224172,-335.46384274659334
90,409.36111829969616,516.1271271430121,-139.30671021638094,-126.77933623137298
91,5.080060604096011,2.2220830960161293,2.6039513100097302,-3.734587966120388
92,-0.0802629315411603,-3.3933915475562766,-16.539010377106845,-11.365718140778718
93,-4.398462695638063,197.90535136646696,-144.76320645378559,-15.48810240490431
94,146.56888708874033,361.00995691683556,190.5224575301729,-5.906664134153614
95,31.041848370587385,-903.0175917787905,203.50062561035156,498.39015986689816
96,-23.084021191602503,20.462691182438974,4.241060633973943,10.374757130267444
97,-66.52988073054503,-62.647078043061,155.33260017111684,-41.545612577946116
98,-0.9809904456950204,0.14384206955553963,2.046040993174096,-0.4428834133999057
99,0.7895114927559587,-1.095072415313643,0.17550577875733586,0.9464352808819659
