n,d_i,p_i,g_h,l_h
0,-305.8732688014324,979.5114014698909,-813.1878683291949,345.31959481078843
1,291.18972421767046,-226.7040804447248,-38.20317946650231,-136.46277603335554
2,9.741488604591442,-2.200373641573466,2.1198020627578864,-6.130150033304324
3,-734.3417060412514,-2108.5643331769456,-1968.5602018623938,876.8435454245257
4,0.06184400030626701,-0.17668494754112685,0.12715943386921516,0.03645767575989549
5,248.5789318990249,-302.22523250287315,-48.11513025714801,-288.64826798381716
6,4.88321583574781,33.81536589577221,-1.2694437589066534,-31.964971493069942
7,16.43878329717196,-259.24366011986365,153.2475160085238,131.80050050295316
8,-0.752237886047134,1.631174270923321,1.5965311596026788,-0.09562345536855552
9,-7.688957886053966,-4.37380479906614,-5.03130939631508,-0.9543567127189957
10,-205.86302698575534,165.90867966871994,-10.882791445805477,-6.428287606972915
11,792.1396300976093,1835.9049227787898,496.38287793673004,-521.5234657434316
12,0.38857387522092235,-0.11096257007179353,-0.08103381627454208,-0.15724954188156587
13,-4.339128845013105,15.038032868733772,-3.365737925355251,5.774251502293807
14,-1639.6738638511072,-360.9026697977231,-3259.8354816436768,-1885.0323619108933
15,-0.5836192210867571,-13.366648408917872,-21.905949207909334,26.477908253389895
16,69.21305773760945,611.3219135115639,-108.88196609548937,-504.28554058619414
17,-0.008566494010245571,-0.002869681217886794,-0.006915339380681802,-0.009526147775781842
18,-1.608499469092259,21.165851808511295,-7.311638547823979,6.896850579060041
19,2.3539347442296834,-3.5828002255696516,4.352662031467144,0.5888057915637126
20,-2.0797344972816063,2.3743389878554106,3.7177724462504,-1.5703443525753056
21,448.41713005483103,-263.3983412923134,-189.4510741584548,143.0491389037628
22,1.7388503551483154,2.286095142364502,-2.795125961303711,-3.05139422416687
23,-14.282402266139307,-18.004050812325797,21.96446383314637,53.50222854832044
24,50.27507393176739,56.50083285111647,72.78990906935472,-17.478145379286545
25,-0.653197169303894,0.6434357762336731,-0.08585971593856812,0.4124787747859955
26,141.28889318039785,113.91038544834234,-134.17525353913123,84.35252015407269
27,-726.5209382130549,1595.307469001183,1048.9821839699378,935.925476367657
28,-15.34342022584035,-262.90034712277924,-51.22221873356746,-46.21108443920429
29,-93.64995054098276,-68.70762311495267,-63.52016540674063,48.85311335783739
30,-30.627079010009766,23.738304138183594,-9.785367965698242,32.043880462646484
31,-1.3044746842486068,0.6134556297105379,-1.7953443651159222,1.4986511217430234
32,-274.73579301555696,-1316.4637605552202,-189.03413994441956,759.8316840596246
33,-57.242002725314634,117.84572843397753,-146.13224912166166,-35.28046234181294
34,-0.05230770076517589,-0.052714388692178406,-0.047211818768678665,-0.0499556994114895
35,53.70704889297485,67.07777767914992,3.1179716013945065,-31.815439609380867
36,0.2525334656238556,-0.12497596442699432,0.178216814994812,-0.21081693470478058
37,-311.69950516865805,1410.2314870174114,1491.7756916284561,-588.4622957523053
38,53.514906919919525,285.25906284038837,207.30329469534067,-218.55434975257288
39,0.10983034287794279,-0.14148153407642475,-1.7252391199223125,1.8937205983898961
40,372.26942407970245,-727.8190025664293,-630.1125383239525,-591.2270960968274
41,4.675329864025116,34.08085085795476,15.735929250717163,-13.225310023014362
