n,d_i,p_i,g_h,l_h
57,-12.969483880633621,-80.2935489532159,454.04476396750175,-67.49013590531058
58,1530.2237895527526,-3214.676902497214,-2020.2113316184596,888.5402913162012
59,-17.93077375484479,-26.393840447060416,6.142397029099777,27.073165092795517
60,-16.351884740391416,3.1197498848563745,13.88069369604713,8.531926311802065
61,11.678159606798983,-16.131606757355648,1.728200083429163,9.041682238748484
62,0.9953401662430255,0.44934531608218375,-0.5048153839711871,0.18212313082315407
63,-974.8126475959303,180.99048678042215,426.4439617811778,705.1865046332327
64,459.98697775516786,-785.7365943142102,241.59152853203733,365.3910777260812
65,-10.761716379503314,15.671649868978838,-6.689568744321759,-5.032765767220675
66,69.59630049244639,-147.06089345119787,-215.68325522755893,48.734826964054385
67,4.072832870787304,84.17284478214191,109.07474679310927,-138.69788160883604
68,419.8749877893183,627.9744540310362,-706.7653027675939,681.6835594816071
69,3.987601552456578e-05,1.5627230770936633e-05,5.5617677643846235e-05,-2.5122748613728653e-05
70,1148.934264662163,-1503.809781343743,-1272.8867865019438,-189.3606765966096
71,-224.02121993083293,454.68433372094114,399.14609551032,311.53928225893907
72,21.62629517185631,-220.17779059159128,-125.08144878770746,-53.93162332197125
73,52.56681935438601,431.7143543854681,29.44073749001196,181.77057367602683
74,-105.88529732483205,-47.51178148611778,17.79566242173355,73.96994421353678
75,8.92452173665362,-2.70571287384362,-2.0316498902928237,-6.166297659155931
76,-0.05961978687730988,-0.04531151447534276,0.015683544276095036,0.056100126970826725
77,150.3665501517756,148.32895496002794,128.8994514451643,-145.23716140677485
78,85.37623559687127,36.010522094069486,186.7133104607249,-108.48102892642956
79,38.1211051940918,-35.626930236816406,-8.609025001525879,21.653688430786133
80,-2.0187882892144198,12.55251131721095,-18.209356599341966,-4.107465838953596
81,45.944152617568605,-1664.0866663079512,462.51762921273996,2383.726490805594
82,16.182111971686332,-27.363497306285293,-16.98528716773793,-28.684315802948326
83,0.533678978966754,1.4933794995226215,-0.28993116485614456,-0.7421095963817036
84,1075.0882184151828,688.9626129962611,-571.3172244113027,844.102725334715
85,147.1432716206104,124.59478377915572,162.99675176255226,74.46265482224979
86,-1.4719399793973664,-0.9420277395388156,5.939899980721095,-5.882430106000395
87,32.64691885044625,61.90502453576462,-42.61959053619216,15.206435328888658
88,3.275756659489749,5.032103678773037,-12.887773444635446,15.911645574076324
89,106.11973594405363,19.485173257711704,167.1571245107568,-19.523961262677187
90,245.5311848067975,362.6940645262319,204.71135589910162,-54.3021673131723
91,-0.2933339233598343,0.1371714842954704,-0.27982029691853777,0.17772065176979865
92,-44.00405332574434,-22.27353898189855,9.744170567635715,-17.373152080335114
93,-0.007046664174886768,0.024929926700613787,0.010360835446490411,0.015333148281526657
94,0.7639525400997701,-0.3468540202130415,0.1315460977410386,-1.382260594649979
95,-4.02152067210757,-4.655833951879346,-0.4634608511576812,-0.9647036257543062
96,38.310586850894126,13.88150614439443,-45.31494093796853,-6.465070289287841
97,0.254379926985174,-0.5206722635678471,0.6911786954454355,-0.32758307760073546
98,-39.179955468706915,37.35015827882394,-34.62574903956786,-35.89691654477618
99,-335.8969825648092,631.1200567238639,1942.4174693874195,1196.3873969938195
