n,d_i,p_i,g_h,l_h
0,-17.738828305464654,-283.5150674201814,-67.02719854022716,416.97045074513403
1,-889.8785898959873,-2511.162287375951,914.5810902586526,-1306.4202369592513
2,-110.38185983071226,23.304658895889673,-101.06883315199873,-133.10029694898907
3,-10407.111528897274,33018.73168680914,-3630.5577753663615,-206.9520979207008
4,12.848423739355367,-62.82255638630509,-86.814418749582,-4.172460829135313
5,7301.299993430042,13955.82162683255,-4146.646037908611,-18075.198321387754
6,-60.7334883763569,-222.04548989560348,-151.62809586344872,37.56852528099156
7,23.476545083475287,-45.9971959403053,-87.54813633280449,82.01223822524302
8,-122.68364116301669,-96.58374299664122,185.40559905410413,-115.10446804437568
9,-5024.129253789878,-31909.55451390638,1482.0864719298856,-15245.52281060644
10,2.9390692705129546,-1.4371617236845142,-4.319673718899257,3.3812925123478363
11,181.1801210465052,-22.85397267017746,227.8347527295657,-222.78115098152642
12,-3.8146453218328564,0.2088255012276111,2.6231029138147286,-0.9818119045982386
13,-869.1471279869593,-622.8470788956803,4449.461886069162,1016.0713657356445
14,-16.107970470254287,-21.51206487997547,-20.948825084928878,-6.646716190365392
15,5.7697348762634,8.542668730030817,-8.151485567323139,8.601572242461241
16,951.8466602038405,3013.585240455693,4573.310462135931,-9646.076800525392
17,-1649.3132411752058,-84.74684942213405,158.72255286696,677.8377379310837
18,193.52123101563936,154.64144065605262,-182.1439455626639,1517.3543518960462
19,-18.829580627629927,-62.911007355436105,58.24223960102893,61.67810286706123
20,1616.7604271822108,-374.72899314957425,82.65686520629887,-1550.889685656668
21,3.497147002947073,3.106815865811563,0.8664217222746856,-0.7374648503828275
22,765.3588957015097,422.40877697365016,575.1883181544904,464.79354452646896
23,157.36016166401959,94.75657899262471,-389.18892123947734,408.0520387036147
24,1162.5338732430318,19070.52814285274,-14857.438618393835,10152.041752101384
25,319.58358492523706,-183.47202286247855,-122.61466992383966,-456.8973856967276
26,-326.6334129074322,155.5750769890665,-61.68541996125416,192.09722541495145
27,-33057.89578091768,21642.440807600153,18785.15607453383,-25183.729837152525
28,-914.6595100216252,-50.49648611243684,516.329382560914,-104.43544703729462
29,491.18751833512704,-406.47117331039726,-626.2020446502569,-76.45033692386272
30,62.342888286074476,-70.2848025787339,33.56738058402856,13.932075069423549
31,312.10836445379186,1950.0228681970043,2579.4723607920196,822.8806955246971
32,2480.149777141977,1789.7168565550646,964.4947133969707,-1466.9726611112635
33,5202.780987741394,-3305.6013994973905,2391.8661316504276,-3997.534975067004
34,-32.26280881521419,-49.762297603156306,-17.833240288806174,-34.56669920573001
35,371.70956051304864,599.8395057540039,1156.3644924343712,284.05427662835336
36,-62.43183768113274,1299.1734809034526,1177.449309846951,220.45192572361051
37,100.51069136245125,162.21506495481813,172.66516887817517,183.04134621247917
38,47.904595769600405,-154.80525102894748,-783.9699617883675,-33.11552428156473
39,4.264943125386307,21.835684783268714,-3.4136730953294223,6.108138967868488
